seq_no,busr,api_id,org_code,own_org_code,ast_id,scope,res_data
480,M3AjQbgEdV,dKzxZX7V6R,ORG2025002,ORG2025001,6MPMO61dh3,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:03.538Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_03"",""issue_date"":""2023-11-30T22:05:59.853Z"",""exp_date"":""2025-02-10T18:16:59.643Z"",""commit_amt"":""334647.25"",""monthly_paid_in_amt"":""2010.156""}]}"
481,bOQu2bLgio,TeUdIODdIa,ORG2025002,ORG2025001,ZcAbXifNCw,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:04.164Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""416496.611"",""withdrawable_amt"":""416193.391"",""offered_rate"":""0.018"",""last_paid_in_cnt"":8}]}"
482,cA6v1LYkNB,xDffkMOnow,ORG2025002,ORG2025001,pLqgfgO79F,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131021406_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijk2MzFhNzVkLThmNTEtNDZhYy1hNzVhLThkN2RhZWM5ZjA3YyIsImV4cCI6MTczODI5MzI0OCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY0OH0.AIEHB3BW1JWhKCmDnT5DliQqPEv2Hs38XsJRewxETAQ"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImM0NmZiM2M0LTVmMjItNDhmMy1hNWQyLWI4ODZjNmI0NDEyYiIsImV4cCI6MTczODM3NjA0OCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY0OH0.wvDUCdsDfwWGZjq2_osn5ry03zKsKvtlCWHOltof-3A"",""refresh_token_expires_in"":86400}"
483,k59MHfXwTq,g2HUHfWgNh,ORG2025002,ORG2025001,5kQ4z7ECX0,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:09.469Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_02"",""issue_date"":""2024-11-10T06:45:03.935Z"",""exp_date"":""2025-03-18T11:02:17.242Z"",""commit_amt"":""843221.697"",""monthly_paid_in_amt"":""4824.575""}]}"
484,EBuNNXKzaG,FglizRAM2t,ORG2025002,ORG2025001,9z7NWzRgv1,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:10.081Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""473368.299"",""withdrawable_amt"":""472275.697"",""offered_rate"":""0.011"",""last_paid_in_cnt"":9}]}"
485,y8CAtJps4K,qrIF4ShB9V,ORG2025002,ORG2025001,D1Jc0ckr6h,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131021412_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjJjMWI2ZTViLTAyNDYtNDAzMy05ODg1LWIwMWNjY2U3Y2Y3OCIsImV4cCI6MTczODI5MzI1NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY1NH0.CP2SnPNb0gO0rPmXNN-fHIye7gSBjSjMKWeo7YBqVT8"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImUxNzg1NjVmLTVjYWEtNDNlMy1iODRiLWZkNDdmMzdmODU2NyIsImV4cCI6MTczODM3NjA1NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY1NH0.aSDDAS7D4Nf53MoYAR9__dKp6E2SfgCXq4QQsnFgQ04"",""refresh_token_expires_in"":86400}"
486,bj70Rrd3wn,aW6oztvtLk,ORG2025002,ORG2025001,6YE7SCdzTe,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131021417_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjJmNjM5M2JkLTA1NjktNDlkZC05ZjFhLTVlMzEwNTZkNGUxMCIsImV4cCI6MTczODI5MzI1OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY1OX0.5spt0qnfMSAvb_tF8YppWaH-ojM1fk--JwUS_1pS4h4"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijk1ZTlhNjM1LTZmNTUtNDI0OC04YmFlLWI3MTgzODVmMjA3OCIsImV4cCI6MTczODM3NjA1OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY1OX0.-p9yPlfmnXPfAxyBqbE3jExRywJ7-qC0Y18FFKlwlnQ"",""refresh_token_expires_in"":86400}"
487,HMbnG4oyI5,RGhIiOH1cd,ORG2025002,ORG2025001,wXpj3ZGIMU,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:19.820Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_01"",""issue_date"":""2024-03-04T08:41:42.055Z"",""exp_date"":""2025-11-24T22:37:59.843Z"",""commit_amt"":""494813.413"",""monthly_paid_in_amt"":""2550.646""}]}"
488,5qxRxhGido,Bn17SJ791F,ORG2025002,ORG2025001,EcawSjK2ZT,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131021422_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImQzYjA3OTI5LTA3ZjktNDQxOS05NDA5LTA3MDg0MDAwNzAxMCIsImV4cCI6MTczODI5MzI2NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY2NH0.Q8QP2e76LB74vk3H8yhPjOORHE6V3r__DxZomSAfvYc"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjU2ZjU5OTc5LTgzNDYtNGQ0OC04OWI5LTBhMDlhZTEzMGY0NSIsImV4cCI6MTczODM3NjA2NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY2NH0.RN6KOJjEcMJh8eYGMUwm4oiPXBYRtqnwHEX1IsQ3LYQ"",""refresh_token_expires_in"":86400}"
489,iYLTsDUrsL,rKt32JKpXw,ORG2025002,ORG2025001,JuYxdeXs56,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:25.044Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_01"",""issue_date"":""2024-12-11T08:35:11.482Z"",""exp_date"":""2025-11-10T00:18:43.004Z"",""commit_amt"":""235175.603"",""monthly_paid_in_amt"":""3754.087""}]}"
490,rE2zwHyH5k,TxaWSkBUPv,ORG2025002,ORG2025001,tsz4WZphAs,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131021427_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijg2MjZlOGU4LWFhN2YtNDFlZi04MjJlLTI5MzFhOWViNGU1YSIsImV4cCI6MTczODI5MzI2OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY2OX0.lAHh6X87XcojAaa2yv_D3XQ7e-LPmA3RxnPKiyAOd0c"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjM2ZDRiNzQ2LTc0YzktNGY2MC04Y2JjLWFiZGM2ZDIxZmI1NiIsImV4cCI6MTczODM3NjA2OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY2OX0.TdNCUo5FNOAMlQ-V_j7Ps8YiSF_85oQ0vM9y5C1t3q8"",""refresh_token_expires_in"":86400}"
491,iOmRsg6dYJ,mC2D0CrQGf,ORG2025002,ORG2025001,yewUhgrXLX,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131021432_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImZkMjM2MDIwLWZmMWYtNDFiOS1iNjAwLTk4ZmVjNTg1OWM3MCIsImV4cCI6MTczODI5MzI3NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY3NH0.nwmaEv0iPEhB1HV8msn6OVWlAam6O2B45ubXmGw2ZGA"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjBmZjMwOWI4LTExZTgtNDk0Zi04YTg0LTZhYmUwOTdjZTg0MSIsImV4cCI6MTczODM3NjA3NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY3NH0.FQ2ABbtKV_ZBobKMf38IHmnQJj-nTyJkd4qYY38sjVE"",""refresh_token_expires_in"":86400}"
492,OuGmmJsFIh,tJ1zMHuUVk,ORG2025002,ORG2025001,76mbjF1oeU,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:34.807Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""KRW"",""balance_amt"":""217722.068"",""withdrawable_amt"":""216746.077"",""offered_rate"":""0.042"",""last_paid_in_cnt"":1}]}"
493,SANREWmJi7,CA2z36tAwr,ORG2025002,ORG2025001,K5Mmo2gyMc,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131021437_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImEzNjhiYWM2LTE4Y2UtNDE3Yy1iMGIwLTJkZWUxZGY1ZTVhNCIsImV4cCI6MTczODI5MzI3OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY3OX0.sviLq0Zl07BNEPjjfW-abNQUlDYQSbpKg3uyK8DNw5c"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjgwZDhjOTU0LTAzNjEtNGI4Ni04NWQyLWNkZjMyODc1MjhkMiIsImV4cCI6MTczODM3NjA3OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY3OX0.3xXG2xR3MOz0xFfLb9pgTjMv6ucr4Vtzm1aYGoUCFrk"",""refresh_token_expires_in"":86400}"
494,5JstGJTYCR,sSG3wiG8mw,ORG2025002,ORG2025001,vYDXFLtFxs,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:39.901Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""558670.552"",""withdrawable_amt"":""555871.941"",""offered_rate"":""0.025"",""last_paid_in_cnt"":4}]}"
495,Va8IvFKPgN,4M57ZTL4Ul,ORG2025002,ORG2025001,xxGf7K4Nw7,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131021442_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjI3MzI5MzJkLWZiNzQtNDhkNi04OTE3LWI3ZDVjZDNmMzM5OCIsImV4cCI6MTczODI5MzI4NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY4NH0.giXdYfHCTsvOI8pCj8zjZ7o_DiqqvczgxA8Kbps21Q4"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijk4NTFjODE2LWQ3ZjgtNDMxOS1hMjYxLTA3ODU3ZjZhNDUyZSIsImV4cCI6MTczODM3NjA4NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY4NH0.32VNgat43BtLOGdo6feqhYXzB2ErSdJ-uHdT6pKi2KM"",""refresh_token_expires_in"":86400}"
496,HdUCVMXWbe,e4sqD1W5Lm,ORG2025002,ORG2025001,2ed9956ZiB,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:44.988Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_01"",""issue_date"":""2023-03-30T07:19:32.690Z"",""exp_date"":""2025-02-08T06:12:27.469Z"",""commit_amt"":""637986.526"",""monthly_paid_in_amt"":""2060.996""}]}"
497,X4s31KsGhX,wuF91Ko2gW,ORG2025002,ORG2025001,eu8cEqpTmo,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131021447_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijk3NzYwZmU1LTIxYTktNDhkYi05NjdhLTY4OTgxODk2OWQzNiIsImV4cCI6MTczODI5MzI4OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY4OX0.Pk_gybQJEmG6OYAHg7q0pzFLWPEYzPHNmYjyQUpL4Wg"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjFhZWM5OGI5LTZjNjQtNDI5Zi04MWIwLTZhNGYyMTAyOTY0MiIsImV4cCI6MTczODM3NjA4OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY4OX0.Tzd_aMjq9yZDzigNV4vS7iPyzvjs5qU8c82280tYgv0"",""refresh_token_expires_in"":86400}"
498,p6f2UC5ih0,FvspYqP7fC,ORG2025002,ORG2025001,A5Qa0bmsjo,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:50.129Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""901931.2389999999"",""withdrawable_amt"":""900589.339"",""offered_rate"":""0.045"",""last_paid_in_cnt"":5}]}"
499,nSFMnpdzR7,7qG3YKSxv9,ORG2025002,ORG2025001,ar2vxJqA7T,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131021452_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImI4OTkxODRkLTQxZDYtNDQwNi04MmYyLWVjYTNiOWNiZjQ0YSIsImV4cCI6MTczODI5MzI5NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY5NH0.DNwNeyLHUTZIFE0rOpEctzsrAT-fNqXpDitKs6yFzAg"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjBjZjU5MzVkLTRiMjAtNDFmZS1iZDI4LTVmZTliM2E4NzBhMyIsImV4cCI6MTczODM3NjA5NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTY5NH0.gKOG8gff7REdborn5xbbOoYGPubzr6T09jLjnnLKLgk"",""refresh_token_expires_in"":86400}"
500,TltJocNGGt,UlL8EZiXHU,ORG2025002,ORG2025001,ZXYgE3cUUh,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:55.206Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_02"",""issue_date"":""2023-11-08T15:51:06.463Z"",""exp_date"":""2025-09-12T06:17:13.641Z"",""commit_amt"":""940733.355"",""monthly_paid_in_amt"":""2874.457""}]}"
501,D7lNgkA3zN,1Mix0rIIzi,ORG2025002,ORG2025001,aXfXFT3Ye6,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:14:55.817Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""780533.2290000001"",""withdrawable_amt"":""777830.073"",""offered_rate"":""0.045"",""last_paid_in_cnt"":4}]}"
502,e5n8ngN0jK,9DvwRdR3ZC,ORG2025002,ORG2025001,uIMDOLXlWk,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131021458_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjNlYWZiYzdiLTRlNjUtNGMzZC1iMWI2LWI2M2Q4Y2ZlODg2ZCIsImV4cCI6MTczODI5MzMwMCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcwMH0.rVWsVK1TlsoMp7YlW35ZBAzTCPV3LvA5O0bkVUsgohE"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjdhZjI3OGUzLTM4MmItNDRkZS1hNTE2LTA4MTE4MmM3MmI5NiIsImV4cCI6MTczODM3NjEwMCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcwMH0.PHa8MO4tkWul61Dh9B7rXiBfYWJuhegsjb5yMNDudOY"",""refresh_token_expires_in"":86400}"
503,sf0iPHOboP,ci253JHmdY,ORG2025002,ORG2025001,IeXFeia9iw,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:15:01.050Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_01"",""issue_date"":""2024-04-02T00:31:02.566Z"",""exp_date"":""2025-10-27T13:18:44.867Z"",""commit_amt"":""548890.287"",""monthly_paid_in_amt"":""2187.231""}]}"
504,6XNoOxi0dp,dW22qjcrBy,ORG2025002,ORG2025001,G6qGYIYwoC,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:15:01.659Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""868645.796"",""withdrawable_amt"":""867016.004"",""offered_rate"":""0.045"",""last_paid_in_cnt"":3}]}"
505,uQa4jAL7ZN,ei8n8b7F9v,ORG2025002,ORG2025001,BtZur4qBtK,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131021504_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjUzNTQ2NTc0LTE5ZTAtNDg4NC1iMWI1LWYwZDRlZTMxOWUzYiIsImV4cCI6MTczODI5MzMwNiwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcwNn0.t8f9STaAw8t1NMDZi1YR5-yG6MEf8XQbRbgHkO5UcFg"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjYzNmMyZWYxLTVlODEtNDQ3YS1iODgwLTM4M2IwNmNlY2Y1OSIsImV4cCI6MTczODM3NjEwNiwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcwNn0.j9MblFGmbUZb54GJXt7syTVYhXnWmkWGOR7dKpOhqF4"",""refresh_token_expires_in"":86400}"
506,lgppldYWNQ,DreckBJI9C,ORG2025002,ORG2025001,BAJUcTW6H0,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:15:06.851Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_02"",""issue_date"":""2023-11-06T17:00:22.959Z"",""exp_date"":""2025-06-13T14:15:35.759Z"",""commit_amt"":""785186.125"",""monthly_paid_in_amt"":""2750.366""}]}"
507,Txha9wDzmu,SIFasl7n2s,ORG2025002,ORG2025001,pqiloysw06,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:15:07.471Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""935185.085"",""withdrawable_amt"":""932530.278"",""offered_rate"":""0.048"",""last_paid_in_cnt"":9}]}"
508,1l2Lpj713f,6KA5ucjtz2,ORG2025002,ORG2025001,7wJ1THMfoC,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131021509_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImJjYzA4Y2RjLTE4MzQtNGE1Yi1iZmI4LTg2MmVlNjQxNTQ0MSIsImV4cCI6MTczODI5MzMxMiwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcxMn0.uHGOyWgk-bs-Wz0nfJWT-KkjHtxqNWN2ZYCk9O95Ir0"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImY3ZmYxMzNkLWJlZDMtNGUxMi1hZDZhLWNkOTBkNzc4ZTQ0MiIsImV4cCI6MTczODM3NjExMiwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcxMn0.bCaT-qXXWn5AsSwnER5sWJR60aSjjuZBNO_XpJR5yYo"",""refresh_token_expires_in"":86400}"
509,564NCsVDsG,G7FDb1DJfQ,ORG2025002,ORG2025001,4lqokjT3Cn,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:15:12.625Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_03"",""issue_date"":""2024-04-02T14:01:19.619Z"",""exp_date"":""2025-11-23T12:25:55.759Z"",""commit_amt"":""78552.23699999999"",""monthly_paid_in_amt"":""4529.607""}]}"
510,3AU40TF6So,VMQXSnQG6M,ORG2025002,ORG2025001,1sGpGYDQaB,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131021515_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjAwZDEzM2RlLWUxOTYtNDM0MS04Y2M1LTQ4MjkwMDNkM2RhNiIsImV4cCI6MTczODI5MzMxNywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcxN30.XQI3HvMiaodAqZh7fsYdSWv5VY9Gk3MnMwDyXhb7YO4"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImYzNGE4MWEyLWQ2ZGQtNGE0NC1hZmQ3LTY0NWJiZjc0ZWY1OSIsImV4cCI6MTczODM3NjExNywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4OTcxN30.IMTtc7z-MoJivuHg3s6VsOVhjShUl8ttalq9NarcOns"",""refresh_token_expires_in"":86400}"
511,zkALsjfV7f,PSOagG8Ytd,ORG2025002,ORG2025001,vEBDQ1waeH,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T02:15:17.711Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_01"",""issue_date"":""2023-10-09T01:30:01.051Z"",""exp_date"":""2025-06-07T06:21:34.902Z"",""commit_amt"":""641068.532"",""monthly_paid_in_amt"":""4808.912""}]}"
